stage,tokens,knobs_json,closure,paced,median_ms,bitexact,status,kernel_commit,timestamp,config_id,median_max_ms,bitexact_view,maxd,compile_s,error
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-058,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-059,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-060,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-062,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-063,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-064,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-066,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-067,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-068,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-070,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,64,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-071,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-080,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-082,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-083,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-084,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-086,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-087,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-088,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-090,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-091,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-092,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-094,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[128,128,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-095,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-104,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-106,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-107,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-108,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-110,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""standalone_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-111,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-112,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-114,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""atomic_counter"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-115,,,,,dispatch-warp token-back requires non-UBLK fc2 store
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":true,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-116,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":true,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-118,,,,,tail_fused_reduce requires epi_warps token-back
1,128,"{""cluster_shape_mnk"":[2,1,1],""epi_flag_batch"":[1,2],""flag_batch"":4,""group_hint"":512,""in_kernel_fc2_reduce"":false,""load_balance_mode"":""static"",""mma_tiler_mnk"":[256,256,256],""non_ubulk_fc2_store"":false,""tail_fused_reduce"":false,""token_back_mode"":""reuse_dispatch_warps""}",view,false,,,INVALID,665c5976,2026-08-13T20:53:05,s1-119,,,,,dispatch-warp token-back requires non-UBLK fc2 store
